Date,S. No.,Name of State / UT,Total Confirmed cases,Cured/Discharged/Migrated,Death
05-07-2020,9,Delhi,5532,1542,65
05-07-2020,10,Goa,7,7,0
05-07-2020,11,Gujarat,6625,1500,396
05-07-2020,12,Haryana,594,260,7
05-07-2020,13,Himachal Pradesh,45,38,2
05-07-2020,14,Jammu and Kashmir,775,322,8
05-07-2020,15,Jharkhand,127,37,3
05-07-2020,16,Karnataka,693,354,29
05-07-2020,17,Kerala,503,469,4
05-07-2020,18,Ladakh,41,17,0
05-07-2020,19,Madhya Pradesh,3138,1099,185
05-07-2020,20,Maharashtra,16758,3094,651
05-07-2020,21,Manipur,2,2,0
05-07-2020,22,Meghalaya,12,10,1
05-07-2020,23,Mizoram,1,0,0
05-07-2020,24,Odisha,185,61,2
05-07-2020,25,Puducherry,9,6,0
05-07-2020,26,Punjab,1516,135,27
05-07-2020,27,Rajasthan,3317,1596,92
05-07-2020,28,Tamil Nadu,4829,1516,35
05-07-2020,29,Telengana,1107,628,29
05-07-2020,30,Tripura,43,2,0
05-07-2020,31,Uttarakhand,61,39,1
05-07-2020,32,Uttar Pradesh,2998,1130,60
05-07-2020,33,West Bengal,1456,364,144
05-08-2020,1,Andaman and Nicobar Islands,33,33,0
05-08-2020,2,Andhra Pradesh,1847,780,38
05-08-2020,3,Arunachal Pradesh,1,1,0
05-08-2020,4,Assam,54,34,1
05-08-2020,5,Bihar,550,246,5
05-08-2020,6,Chandigarh,135,21,1
05-08-2020,7,Chhattisgarh,59,38,0
05-08-2020,8,Dadar Nagar Haveli,1,0,0
05-08-2020,9,Delhi,5980,1931,66
05-08-2020,10,Goa,7,7,0
05-08-2020,11,Gujarat,7012,1709,425
05-08-2020,12,Haryana,625,260,7
05-08-2020,13,Himachal Pradesh,46,38,2
05-08-2020,14,Jammu and Kashmir,793,335,9
05-08-2020,15,Jharkhand,132,41,3
05-08-2020,16,Karnataka,705,366,30
05-08-2020,17,Kerala,503,474,4
05-08-2020,18,Ladakh,42,17,0
05-08-2020,19,Madhya Pradesh,3252,1231,193
05-08-2020,20,Maharashtra,17974,3301,694
05-08-2020,21,Manipur,2,2,0
05-08-2020,22,Meghalaya,12,10,1
05-08-2020,23,Mizoram,1,0,0
05-08-2020,24,Odisha,219,62,2
05-08-2020,25,Puducherry,9,6,0
05-08-2020,26,Punjab,1644,149,28
05-08-2020,27,Rajasthan,3427,1596,97
05-08-2020,28,Tamil Nadu,5409,1547,37
05-08-2020,29,Telengana,1123,650,29
05-08-2020,30,Tripura,65,2,0
05-08-2020,31,Uttarakhand,61,39,1
05-08-2020,32,Uttar Pradesh,3071,1250,62
05-08-2020,33,West Bengal,1548,364,151
05-09-2020,1,Andaman and Nicobar Islands,33,33,0
05-09-2020,2,Andhra Pradesh,1887,842,41
05-09-2020,3,Arunachal Pradesh,1,1,0
05-09-2020,4,Assam,59,34,1
05-09-2020,5,Bihar,571,297,5
05-09-2020,6,Chandigarh,150,21,1
05-09-2020,7,Chhattisgarh,59,38,0
05-09-2020,8,Dadar Nagar Haveli,1,0,0
05-09-2020,9,Delhi,6318,2020,68
05-09-2020,10,Goa,7,7,0
05-09-2020,11,Gujarat,7402,1872,449
05-09-2020,12,Haryana,647,279,8
05-09-2020,13,Himachal Pradesh,50,38,2
05-09-2020,14,Jammu and Kashmir,823,364,9
05-09-2020,15,Jharkhand,132,52,3
05-09-2020,16,Karnataka,753,376,30
05-09-2020,17,Kerala,503,484,4
05-09-2020,18,Ladakh,42,17,0
05-09-2020,19,Madhya Pradesh,3341,1349,200
05-09-2020,20,Maharashtra,19063,3470,731
05-09-2020,21,Manipur,2,2,0
05-09-2020,22,Meghalaya,12,10,1
05-09-2020,23,Mizoram,1,0,0
05-09-2020,24,Odisha,271,63,2
05-09-2020,25,Puducherry,9,6,0
05-09-2020,26,Punjab,1731,152,29
05-09-2020,27,Rajasthan,3579,1916,101
05-09-2020,28,Tamil Nadu,6009,1605,40
05-09-2020,29,Telengana,1133,700,29
05-09-2020,30,Tripura,118,2,0
05-09-2020,31,Uttarakhand,63,46,1
05-09-2020,32,Uttar Pradesh,3214,1387,66
05-09-2020,33,West Bengal,1678,364,160
05-10-2020,1,Andaman and Nicobar Islands,33,33,0
05-10-2020,2,Andhra Pradesh,1930,887,44
05-10-2020,3,Arunachal Pradesh,1,1,0
05-10-2020,4,Assam,63,34,2
05-10-2020,5,Bihar,591,322,5
05-10-2020,6,Chandigarh,169,24,2
05-10-2020,7,Chhattisgarh,59,43,0
05-10-2020,8,Dadar Nagar Haveli,1,0,0
05-10-2020,9,Delhi,6542,2020,73
05-10-2020,10,Goa,7,7,0
05-10-2020,11,Gujarat,7796,2091,472
05-10-2020,12,Haryana,675,290,9
05-10-2020,13,Himachal Pradesh,50,38,2
05-10-2020,14,Jammu and Kashmir,836,368,9
05-10-2020,15,Jharkhand,156,78,3
05-10-2020,16,Karnataka,794,386,30
05-10-2020,17,Kerala,505,485,4
05-10-2020,18,Ladakh,42,17,0
05-10-2020,19,Madhya Pradesh,3614,1676,215
05-10-2020,20,Maharashtra,20228,3800,779
05-10-2020,21,Manipur,2,2,0
05-10-2020,22,Meghalaya,13,10,1
05-10-2020,23,Mizoram,1,1,0
05-10-2020,24,Odisha,294,63,2
05-10-2020,25,Puducherry,9,6,0
05-10-2020,26,Punjab,1762,157,31
05-10-2020,27,Rajasthan,3708,2026,106
05-10-2020,28,Tamil Nadu,6535,1824,44
05-10-2020,29,Telengana,1163,750,30
05-10-2020,30,Tripura,134,2,0
05-10-2020,31,Uttarakhand,67,46,1
05-10-2020,32,Uttar Pradesh,3373,1499,74
05-10-2020,33,West Bengal,1786,372,171
05-11-2020,1,Andaman and Nicobar Islands,33,33,0
05-11-2020,2,Andhra Pradesh,1980,925,45
05-11-2020,3,Arunachal Pradesh,1,1,0
05-11-2020,4,Assam,63,34,2
05-11-2020,5,Bihar,696,365,6
05-11-2020,6,Chandigarh,169,24,2
05-11-2020,7,Chhattisgarh,59,49,0
05-11-2020,8,Dadar Nagar Haveli,1,0,0
05-11-2020,9,Delhi,6923,2069,73
05-11-2020,10,Goa,7,7,0
05-11-2020,11,Gujarat,8194,2545,493
05-11-2020,12,Haryana,703,300,10
05-11-2020,13,Himachal Pradesh,55,39,2
05-11-2020,14,Jammu and Kashmir,861,383,9
05-11-2020,15,Jharkhand,157,78,3
05-11-2020,16,Karnataka,848,424,31
05-11-2020,17,Kerala,512,489,4
05-11-2020,18,Ladakh,42,21,0
05-11-2020,19,Madhya Pradesh,3614,1676,215
05-11-2020,20,Maharashtra,22171,4199,832
05-11-2020,21,Manipur,2,2,0
05-11-2020,22,Meghalaya,13,10,1
05-11-2020,23,Mizoram,1,1,0
05-11-2020,24,Odisha,377,68,3
05-11-2020,25,Puducherry,9,6,0
05-11-2020,26,Punjab,1823,166,31
05-11-2020,27,Rajasthan,3814,2176,107
05-11-2020,28,Tamil Nadu,7204,1959,47
05-11-2020,29,Telengana,1196,750,30
05-11-2020,30,Tripura,150,2,0
05-11-2020,31,Uttarakhand,68,46,1
05-11-2020,32,Uttar Pradesh,3467,1653,74
05-11-2020,33,West Bengal,1939,417,185
05-12-2020,1,Andaman and Nicobar Islands,33,33,0
05-12-2020,2,Andhra Pradesh,2018,975,45
05-12-2020,3,Arunachal Pradesh,1,1,0
05-12-2020,4,Assam,65,34,2
05-12-2020,5,Bihar,747,377,6
05-12-2020,6,Chandigarh,174,24,2
05-12-2020,7,Chhattisgarh,59,53,0
05-12-2020,8,Dadar Nagar Haveli,1,0,0
05-12-2020,9,Delhi,7233,2129,73
05-12-2020,10,Goa,7,7,0
05-12-2020,11,Gujarat,8541,2780,513
05-12-2020,12,Haryana,730,337,11
05-12-2020,13,Himachal Pradesh,59,39,2
05-12-2020,14,Jammu and Kashmir,879,427,10
05-12-2020,15,Jharkhand,160,78,3
05-12-2020,16,Karnataka,862,426,31
05-12-2020,17,Kerala,519,489,4
05-12-2020,18,Ladakh,42,21,0
05-12-2020,19,Madhya Pradesh,3785,1747,221
05-12-2020,20,Maharashtra,23401,4786,868
05-12-2020,21,Manipur,2,2,0
05-12-2020,22,Meghalaya,13,10,1
05-12-2020,23,Mizoram,1,1,0
05-12-2020,24,Odisha,414,85,3
05-12-2020,25,Puducherry,12,6,0
05-12-2020,26,Punjab,1877,168,31
05-12-2020,27,Rajasthan,3988,2264,113
05-12-2020,28,Tamil Nadu,8002,2051,53
05-12-2020,29,Telengana,1275,800,30
05-12-2020,30,Tripura,152,2,0
05-12-2020,31,Uttarakhand,68,46,1
05-12-2020,32,Uttar Pradesh,3573,1758,80
05-12-2020,33,West Bengal,2063,499,190
05-13-2020,1,Andaman and Nicobar Islands,33,33,0
05-13-2020,2,Andhra Pradesh,2090,1056,46
05-13-2020,3,Arunachal Pradesh,1,1,0
05-13-2020,4,Assam,65,39,2
05-13-2020,5,Bihar,831,383,6
05-13-2020,6,Chandigarh,187,28,3
05-13-2020,7,Chhattisgarh,59,54,0
05-13-2020,8,Dadar Nagar Haveli,1,0,0
05-13-2020,9,Delhi,7639,2512,86
05-13-2020,10,Goa,7,7,0
05-13-2020,11,Gujarat,8903,3246,537
05-13-2020,12,Haryana,780,342,11
05-13-2020,13,Himachal Pradesh,65,39,2
05-13-2020,14,Jammu and Kashmir,934,455,10
05-13-2020,15,Jharkhand,172,79,3
05-13-2020,16,Karnataka,925,433,31
05-13-2020,17,Kerala,524,489,4
05-13-2020,18,Ladakh,42,21,0
05-13-2020,19,Madhya Pradesh,3986,1860,225
05-13-2020,20,Maharashtra,24427,5125,921
05-13-2020,21,Manipur,2,2,0
05-13-2020,22,Meghalaya,13,10,1
05-13-2020,23,Mizoram,1,1,0
05-13-2020,24,Odisha,437,116,3
05-13-2020,25,Puducherry,13,9,1
05-13-2020,26,Punjab,1914,171,32
05-13-2020,27,Rajasthan,4126,2378,117
05-13-2020,28,Tamil Nadu,8718,2134,61
05-13-2020,29,Telengana,1326,830,32
05-13-2020,30,Tripura,154,2,0
05-13-2020,31,Uttarakhand,69,46,1
05-13-2020,32,Uttar Pradesh,3664,1873,82
05-13-2020,33,West Bengal,2173,612,198
05-14-2020,1,Andaman and Nicobar Islands,33,33,0
05-14-2020,2,Andhra Pradesh,2137,1142,47
05-14-2020,3,Arunachal Pradesh,1,1,0
05-14-2020,4,Assam,80,39,2
05-14-2020,5,Bihar,940,388,7
05-14-2020,6,Chandigarh,187,28,3
05-14-2020,7,Chhattisgarh,59,55,0
05-14-2020,8,Dadar Nagar Haveli,1,0,0
05-14-2020,9,Delhi,7998,2858,106
05-14-2020,10,Goa,7,7,0
05-14-2020,11,Gujarat,9267,3562,566
05-14-2020,12,Haryana,793,418,11
05-14-2020,13,Himachal Pradesh,66,39,2
05-14-2020,14,Jammu and Kashmir,971,466,11
05-14-2020,15,Jharkhand,173,79,3
05-14-2020,16,Karnataka,959,451,33
05-14-2020,17,Kerala,534,490,4
05-14-2020,18,Ladakh,43,22,0
05-14-2020,19,Madhya Pradesh,4173,2004,232
05-14-2020,20,Maharashtra,25922,5547,975
05-14-2020,21,Manipur,2,2,0
05-14-2020,22,Meghalaya,13,10,1
05-14-2020,23,Mizoram,1,1,0
05-14-2020,24,Odisha,538,143,3
05-14-2020,25,Puducherry,13,9,1
05-14-2020,26,Punjab,1924,200,32
05-14-2020,27,Rajasthan,4328,2459,121
05-14-2020,28,Tamil Nadu,9227,2176,64
05-14-2020,29,Telengana,1367,940,34
05-14-2020,30,Tripura,155,16,0
05-14-2020,31,Uttarakhand,72,46,1
05-14-2020,32,Uttar Pradesh,3729,1902,83
05-14-2020,33,West Bengal,2290,702,207
05-15-2020,1,Andaman and Nicobar Islands,33,33,0
05-15-2020,2,Andhra Pradesh,2205,1192,48
05-15-2020,3,Arunachal Pradesh,1,1,0
05-15-2020,4,Assam,87,39,2
05-15-2020,5,Bihar,994,411,7
05-15-2020,6,Chandigarh,191,37,3
05-15-2020,7,Chhattisgarh,60,56,0
05-15-2020,8,Dadar Nagar Haveli,1,0,0
05-15-2020,9,Delhi,8470,3045,115
05-15-2020,10,Goa,14,7,0
05-15-2020,11,Gujarat,9591,3753,586
05-15-2020,12,Haryana,818,439,11
05-15-2020,13,Himachal Pradesh,74,39,2
05-15-2020,14,Jammu and Kashmir,983,485,11
05-15-2020,15,Jharkhand,197,87,3
05-15-2020,16,Karnataka,987,460,35
05-15-2020,17,Kerala,560,491,4
05-15-2020,18,Ladakh,43,22,0
05-15-2020,19,Madhya Pradesh,4426,2171,237
05-15-2020,20,Maharashtra,27524,6059,1019
05-15-2020,21,Manipur,3,2,0
05-15-2020,22,Meghalaya,13,11,1
05-15-2020,23,Mizoram,1,1,0
05-15-2020,24,Odisha,611,158,3
05-15-2020,25,Puducherry,13,9,1
05-15-2020,26,Punjab,1935,223,32
05-15-2020,27,Rajasthan,4534,2580,125
05-15-2020,28,Tamil Nadu,9674,2240,66
05-15-2020,29,Telengana,1414,950,34
05-15-2020,30,Tripura,156,29,0
05-15-2020,31,Uttarakhand,78,50,1
05-15-2020,32,Uttar Pradesh,3902,2072,88
05-15-2020,33,West Bengal,2377,768,215
05-16-2020,1,Andaman and Nicobar Islands,33,33,0
05-16-2020,2,Andhra Pradesh,2307,1252,48
05-16-2020,3,Arunachal Pradesh,1,1,0
05-16-2020,4,Assam,90,41,2
05-16-2020,5,Bihar,1018,438,7
05-16-2020,6,Chandigarh,191,37,3
05-16-2020,7,Chhattisgarh,66,56,0
05-16-2020,8,Dadar Nagar Haveli,1,0,0
05-16-2020,9,Delhi,8895,3518,123
05-16-2020,10,Goa,15,7,0
05-16-2020,11,Gujarat,9931,4035,606
05-16-2020,12,Haryana,818,439,11
05-16-2020,13,Himachal Pradesh,76,39,3
05-16-2020,14,Jammu and Kashmir,1013,513,11
05-16-2020,15,Jharkhand,203,87,3
05-16-2020,16,Karnataka,1056,480,36
05-16-2020,17,Kerala,576,492,4
05-16-2020,18,Ladakh,43,22,0
05-16-2020,19,Madhya Pradesh,4595,2283,239
05-16-2020,20,Maharashtra,29100,6564,1068
05-16-2020,21,Manipur,3,2,0
05-16-2020,22,Meghalaya,13,11,1
05-16-2020,23,Mizoram,1,1,0
05-16-2020,24,Odisha,672,166,3
05-16-2020,25,Puducherry,13,9,1
05-16-2020,26,Punjab,1935,305,32
05-16-2020,27,Rajasthan,4727,2677,125
05-16-2020,28,Tamil Nadu,10108,2599,71
05-16-2020,29,Telengana,1454,959,34
05-16-2020,30,Tripura,156,42,0
05-16-2020,31,Uttarakhand,82,51,1
05-16-2020,32,Uttar Pradesh,4057,2165,95
05-16-2020,33,West Bengal,2461,829,225
"",Cases being reassigned to states,230,"",""
05-17-2020,1,Andaman and Nicobar Islands,33,33,0
05-17-2020,2,Andhra Pradesh,2355,1353,49
05-17-2020,3,Arunachal Pradesh,1,1,0
05-17-2020,4,Assam,92,41,2
05-17-2020,5,Bihar,1179,453,7
05-17-2020,6,Chandigarh,191,51,3
05-17-2020,7,Chhattisgarh,67,56,0
05-17-2020,8,Dadar Nagar Haveli,1,0,0
05-17-2020,9,Delhi,9333,3926,129
05-17-2020,10,Goa,17,7,0
05-17-2020,11,Gujarat,10988,4308,625
05-17-2020,12,Haryana,887,514,13
05-17-2020,13,Himachal Pradesh,78,43,3
05-17-2020,14,Jammu and Kashmir,1121,542,12
05-17-2020,15,Jharkhand,217,113,3
05-17-2020,16,Karnataka,1092,496,36
05-17-2020,17,Kerala,587,495,4
05-17-2020,18,Ladakh,43,22,0
05-17-2020,19,Madhya Pradesh,4789,2315,243
05-17-2020,20,Maharashtra,30706,7088,1135
05-17-2020,21,Manipur,7,2,0
05-17-2020,22,Meghalaya,13,11,1
05-17-2020,23,Mizoram,1,1,0
05-17-2020,24,Odisha,737,196,3
05-17-2020,25,Puducherry,13,9,1
05-17-2020,26,Punjab,1946,1257,32
05-17-2020,27,Rajasthan,4960,2839,126
05-17-2020,28,Tamil Nadu,10585,3538,74
05-17-2020,29,Telengana,1509,971,34
05-17-2020,30,Tripura,167,64,0
05-17-2020,31,Uttarakhand,88,51,1
05-17-2020,32,Uttar Pradesh,4258,2441,104
05-17-2020,33,West Bengal,2576,872,232
"",Cases being reassigned to states,290,"",""
05-18-2020,1,Andaman and Nicobar Islands,33,33,0
05-18-2020,2,Andhra Pradesh,2407,1456,50
05-18-2020,3,Arunachal Pradesh,1,1,0
05-18-2020,4,Assam,101,41,2
05-18-2020,5,Bihar,1262,475,8
05-18-2020,6,Chandigarh,191,51,3
05-18-2020,7,Chhattisgarh,86,59,0
05-18-2020,8,Dadar Nagar Haveli,1,0,0
05-18-2020,9,Delhi,10054,4485,160
05-18-2020,10,Goa,29,7,0
05-18-2020,11,Gujarat,11379,4499,659
05-18-2020,12,Haryana,910,562,14
05-18-2020,13,Himachal Pradesh,80,44,3
05-18-2020,14,Jammu and Kashmir,1183,575,13
05-18-2020,15,Jharkhand,223,113,3
05-18-2020,16,Karnataka,1147,509,37
05-18-2020,17,Kerala,601,497,4
05-18-2020,18,Ladakh,43,24,0
05-18-2020,19,Madhya Pradesh,4977,2403,248
05-18-2020,20,Maharashtra,33053,7688,1198
05-18-2020,21,Manipur,7,2,0
05-18-2020,22,Meghalaya,13,11,1
05-18-2020,23,Mizoram,1,1,0
05-18-2020,24,Odisha,828,220,4
05-18-2020,25,Puducherry,13,9,1
05-18-2020,26,Punjab,1964,1366,35
05-18-2020,27,Rajasthan,5202,2992,131
05-18-2020,28,Tamil Nadu,11224,4172,78
05-18-2020,29,Telengana,1551,992,34
05-18-2020,30,Tripura,167,85,0
05-18-2020,31,Uttarakhand,92,52,1
05-18-2020,32,Uttar Pradesh,4259,2441,104
05-18-2020,33,West Bengal,2677,959,238
"",Cases being reassigned to states,410,"",""
05-19-2020,1,Andaman and Nicobar Islands,33,33,0
05-19-2020,2,Andhra Pradesh,2474,1552,50
05-19-2020,3,Arunachal Pradesh,1,1,0
05-19-2020,4,Assam,107,41,2
05-19-2020,5,Bihar,1391,494,9
05-19-2020,6,Chandigarh,196,54,3
05-19-2020,7,Chhattisgarh,93,59,0
05-19-2020,8,Dadar Nagar Haveli,1,0,0
05-19-2020,9,Delhi,10054,4485,168
05-19-2020,10,Goa,38,7,0
05-19-2020,11,Gujarat,11745,4804,694
05-19-2020,12,Haryana,928,598,14
05-19-2020,13,Himachal Pradesh,90,44,3
05-19-2020,14,Jammu and Kashmir,1289,609,15
05-19-2020,15,Jharkhand,223,113,3
05-19-2020,16,Karnataka,1246,530,37
05-19-2020,17,Kerala,630,497,4
05-19-2020,18,Ladakh,43,41,0
05-19-2020,19,Madhya Pradesh,5236,2435,252
05-19-2020,20,Maharashtra,35058,8437,1249
05-19-2020,21,Manipur,7,2,0
05-19-2020,22,Meghalaya,13,11,1
05-19-2020,23,Mizoram,1,1,0
05-19-2020,24,Odisha,876,220,4
05-19-2020,25,Puducherry,18,9,1
05-19-2020,26,Punjab,1980,1547,37
05-19-2020,27,Rajasthan,5507,3218,138
05-19-2020,28,Tamil Nadu,11760,4406,81
05-19-2020,29,Telengana,1597,1000,35
05-19-2020,30,Tripura,167,85,0
05-19-2020,31,Uttarakhand,93,52,1
05-19-2020,32,Uttar Pradesh,4605,2783,118
05-19-2020,33,West Bengal,2825,1006,244
"",Cases being reassigned to states,814,"",""
05-20-2020,1,Andaman and Nicobar Islands,33,33,0
05-20-2020,2,Andhra Pradesh,2532,1621,52
05-20-2020,3,Arunachal Pradesh,1,1,0
05-20-2020,4,Assam,142,41,4
05-20-2020,5,Bihar,1498,534,9
05-20-2020,6,Chandigarh,200,57,3
05-20-2020,7,Chhattisgarh,101,59,0
05-20-2020,8,Dadar Nagar Haveli,1,0,0
05-20-2020,9,Delhi,10554,4750,168
05-20-2020,10,Goa,46,7,0
05-20-2020,11,Gujarat,12140,5043,719
05-20-2020,12,Haryana,964,627,14
05-20-2020,13,Himachal Pradesh,92,47,3
05-20-2020,14,Jammu and Kashmir,1317,653,17
05-20-2020,15,Jharkhand,231,127,3
05-20-2020,16,Karnataka,1397,544,40
05-20-2020,17,Kerala,642,497,4
05-20-2020,18,Ladakh,43,43,0
05-20-2020,19,Madhya Pradesh,5465,2630,258
05-20-2020,20,Maharashtra,37136,9639,1325
05-20-2020,21,Manipur,9,2,0
05-20-2020,22,Meghalaya,13,12,1
05-20-2020,23,Mizoram,1,1,0
05-20-2020,24,Odisha,978,277,5
05-20-2020,25,Puducherry,18,9,1
05-20-2020,26,Punjab,2002,1642,38
05-20-2020,27,Rajasthan,5845,3337,143
05-20-2020,28,Tamil Nadu,12448,4895,84
05-20-2020,29,Telengana,1634,1010,38
05-20-2020,30,Tripura,173,116,0
05-20-2020,31,Uttarakhand,111,52,1
05-20-2020,32,Uttar Pradesh,4926,2918,123
05-20-2020,33,West Bengal,2961,1074,250
"",Cases being reassigned to states,1096,"",""
"",Total#,106750,42298,3303
05-21-2020,1,Andaman and Nicobar Islands,33,33,0
05-21-2020,2,Andhra Pradesh,2602,1640,53
05-21-2020,3,Arunachal Pradesh,1,1,0
05-21-2020,4,Assam,170,48,4
05-21-2020,5,Bihar,1674,571,10
05-21-2020,6,Chandigarh,202,57,3
05-21-2020,7,Chhattisgarh,115,59,0
05-21-2020,8,Dadar Nagar Haveli,1,0,0
05-21-2020,9,Delhi,11088,5192,176
05-21-2020,10,Goa,50,7,0
05-21-2020,11,Gujarat,12537,5219,749
05-21-2020,12,Haryana,993,648,14
05-21-2020,13,Himachal Pradesh,110,54,3
05-21-2020,14,Jammu and Kashmir,1390,678,18
05-21-2020,15,Jharkhand,231,127,3
05-21-2020,16,Karnataka,1462,556,41
05-21-2020,17,Kerala,666,502,4
05-21-2020,18,Ladakh,44,43,0
05-21-2020,19,Madhya Pradesh,5735,2733,267
05-21-2020,20,Maharashtra,39297,10318,1390
05-21-2020,21,Manipur,25,2,0
05-21-2020,22,Meghalaya,14,12,1
05-21-2020,23,Mizoram,1,1,0
05-21-2020,24,Odisha,1052,307,6
05-21-2020,25,Puducherry,18,9,0#
05-21-2020,26,Punjab,2005,1794,38
05-21-2020,27,Rajasthan,6015,3404,147
05-21-2020,28,Tamil Nadu,13191,5882,87
05-21-2020,29,Telengana,1661,1015,40
05-21-2020,30,Tripura,173,133,0
05-21-2020,31,Uttarakhand,122,53,1
05-21-2020,32,Uttar Pradesh,5175,3066,127
05-21-2020,33,West Bengal,3103,1136,253
"",Cases being reassigned to states,1403,"",""
"",Total#,112359,45300,3435
05-22-2020,1,Andaman and Nicobar Islands,33,33,0
05-22-2020,2,Andhra Pradesh,2647,1709,53
05-22-2020,3,Arunachal Pradesh,1,1,0
05-22-2020,4,Assam,203,54,4
05-22-2020,5,Bihar,1982,593,11
05-22-2020,6,Chandigarh,217,139,3
05-22-2020,7,Chhattisgarh,128,59,0
05-22-2020,8,Dadar Nagar Haveli,1,0,0
05-22-2020,9,Delhi,11659,5567,194
05-22-2020,10,Goa,52,7,0
05-22-2020,11,Gujarat,12905,5488,773
05-22-2020,12,Haryana,1031,681,15
05-22-2020,13,Himachal Pradesh,152,59,3
05-22-2020,14,Jammu and Kashmir,1449,684,20
05-22-2020,15,Jharkhand,290,129,3
05-22-2020,16,Karnataka,1605,571,41
05-22-2020,17,Kerala,690,510,4
05-22-2020,18,Ladakh,44,43,0
05-22-2020,19,Madhya Pradesh,5981,2843,270
05-22-2020,20,Maharashtra,41642,11726,1454
05-22-2020,21,Manipur,25,2,0
05-22-2020,22,Meghalaya,14,12,1
05-22-2020,23,Mizoram,1,1,0
05-22-2020,24,Odisha,1103,393,7
05-22-2020,25,Puducherry,20,10,0#
05-22-2020,26,Punjab,2028,1819,39
05-22-2020,27,Rajasthan,6227,3485,151
05-22-2020,28,Tamil Nadu,13967,6282,94
05-22-2020,29,Telengana,1699,1035,45
05-22-2020,30,Tripura,173,148,0
05-22-2020,31,Uttarakhand,146,54,1
05-22-2020,32,Uttar Pradesh,5515,3204,138
05-22-2020,33,West Bengal,3197,1193,259
"",Cases being reassigned to states,1620,"",""
"",Total#,118447,48534,3583
05-23-2020,1,Andaman and Nicobar Islands,33,33,0
05-23-2020,2,Andhra Pradesh,2709,1763,55
05-23-2020,3,Arunachal Pradesh,1,1,0
05-23-2020,4,Assam,259,54,4
05-23-2020,5,Bihar,2177,629,11
05-23-2020,6,Chandigarh,218,178,3
05-23-2020,7,Chhattisgarh,172,62,0
05-23-2020,8,Dadar Nagar Haveli,1,0,0
05-23-2020,9,Delhi,12319,5897,208
05-23-2020,10,Goa,54,16,0
05-23-2020,11,Gujarat,13268,5880,802
05-23-2020,12,Haryana,1067,706,16
05-23-2020,13,Himachal Pradesh,168,59,3
05-23-2020,14,Jammu and Kashmir,1489,720,20
05-23-2020,15,Jharkhand,308,136,3
05-23-2020,16,Karnataka,1743,597,41
05-23-2020,17,Kerala,732,512,4
05-23-2020,18,Ladakh,44,43,0
05-23-2020,19,Madhya Pradesh,6170,3089,272
05-23-2020,20,Maharashtra,44582,12583,1517
05-23-2020,21,Manipur,26,2,0
05-23-2020,22,Meghalaya,14,12,1
05-23-2020,23,Mizoram,1,1,0
05-23-2020,24,Odisha,1189,436,7
05-23-2020,25,Puducherry,26,10,0#
05-23-2020,26,Punjab,2029,1847,39
05-23-2020,27,Rajasthan,6494,3680,153
05-23-2020,28,Tamil Nadu,14753,7128,98
05-23-2020,29,Telengana,1761,1043,45
05-23-2020,30,Tripura,175,152,0
05-23-2020,31,Uttarakhand,153,56,1
05-23-2020,32,Uttar Pradesh,5735,3238,152
05-23-2020,33,West Bengal,3332,1221,265
"",Cases being reassigned to states,1899,"",""
"",Total#,125101,51784,3720
